window_idx,anomaly_score,y_true,y_type
252477,5.947024,1,Reconn
252561,1.2524236,1,Reconn
252581,5.9843545,1,Reconn
252621,7.7669272,1,Reconn
252646,0.4011952,1,Reconn
252647,0.7267866,1,Reconn
252650,2.3994384,1,Reconn
252661,0.87693334,1,Reconn
252738,5.548425,1,Reconn
252760,6.4515357,1,Reconn
252818,1.2030863,1,Reconn
252840,5.052097,1,Reconn
252842,0.6672986,1,Reconn
252877,0.81302345,1,Reconn
252889,1.7979363,1,Reconn
252958,0.9228338,1,Reconn
252975,0.95158094,1,Reconn
252999,0.51081294,1,Reconn
253130,2.063609,1,Reconn
253207,8.409079,1,Reconn
253301,2.1228516,1,Reconn
253342,9.02123,1,Reconn
253389,9.749006,1,Reconn
253452,0.29547882,1,Reconn
253483,1.3388963,1,Reconn
253487,0.61389816,1,Reconn
253509,3.7296336,1,Reconn
253527,1.0026976,1,Reconn
253546,7.2342653,1,Reconn
253579,5.3942704,1,Reconn
253582,0.92912304,1,Reconn
253586,2.2265844,1,Reconn
253605,0.7203831,1,Reconn
253608,0.7180422,1,Reconn
253609,6.6302667,1,Reconn
253698,5.5412545,1,Reconn
253757,1.4646974,1,Reconn
253823,1.3194708,1,Reconn
253842,11.102528,1,Reconn
253845,1.8517869,1,Reconn
253895,1.7928108,1,Reconn
253937,0.50558084,1,Reconn
253948,0.84229934,1,Reconn
254017,2.348376,1,Reconn
254088,3.7233229,1,Reconn
254100,0.85074884,1,Reconn
254135,8.342257,1,Reconn
254173,0.6509911,1,Reconn
254216,0.8230877,1,Reconn
254246,7.153746,1,Reconn
254258,2.307244,1,Reconn
254344,0.9903335,1,Reconn
254348,0.15881695,1,Reconn
254378,7.775729,1,Reconn
254419,0.4561182,1,Reconn
254482,0.5962366,1,Reconn
254529,1.5533097,1,Reconn
254567,1.1728282,1,Reconn
254597,2.759859,1,Reconn
254713,0.8268283,1,Reconn
254785,9.890775,1,Reconn
254799,1.7059876,1,Reconn
254887,2.0387058,1,Reconn
254970,0.83740497,1,Reconn
254997,1.1029881,1,Reconn
255005,9.289546,1,Reconn
255019,0.48437384,1,Reconn
255025,4.3947725,1,Reconn
255150,1.095529,1,Reconn
255215,5.6096063,1,Reconn
255304,0.6665532,1,Reconn
255350,4.2658257,1,Reconn
255369,6.256378,1,Reconn
255370,0.9426748,1,Reconn
255409,1.2982792,1,Reconn
255475,9.34708,1,Reconn
255499,1.5315235,1,Reconn
255538,4.172058,1,Reconn
255583,1.5146536,1,Reconn
255668,7.140869,1,Reconn
255689,1.6702833,1,Reconn
255814,2.0078332,1,Reconn
255866,10.067437,1,Reconn
255879,0.54944396,1,Reconn
255885,5.479933,1,Reconn
255940,12.035826,1,Reconn
255964,1.6198546,1,Reconn
256023,4.784473,1,Reconn
256058,6.604573,1,Reconn
256066,1.4189175,1,Reconn
256127,1.9651196,1,Reconn
256161,1.72936,1,Reconn
256256,9.426291,1,Reconn
256258,10.504831,1,Reconn
256302,8.648172,1,Reconn
256357,0.9241299,1,Reconn
256407,0.4607326,1,Reconn
256415,6.947065,1,Reconn
256421,0.9913052,1,Reconn
256428,7.1617165,1,Reconn
256471,12.458806,1,Reconn
256576,6.767669,1,Reconn
256618,2.829792,1,Reconn
256695,7.669443,1,Reconn
256701,1.2372943,1,Reconn
256762,4.300052,1,Reconn
256782,0.20378542,1,Reconn
256803,0.2062962,1,Reconn
256859,0.44560263,1,Reconn
256894,6.8964286,1,Reconn
256901,0.84980065,1,Reconn
256903,1.1161412,1,Reconn
256920,10.615821,1,Reconn
256937,5.0589943,1,Reconn
256947,1.1598971,1,Reconn
256948,1.2300482,1,Reconn
256965,0.8180118,1,Reconn
256969,0.69056207,1,Reconn
256974,0.58738303,1,Reconn
256977,5.225982,1,Reconn
257043,2.3742976,1,Reconn
257071,8.752157,1,Reconn
257084,2.917311,1,Reconn
257165,1.7619292,1,Reconn
257201,2.0584483,1,Reconn
257203,2.474767,1,Reconn
257224,6.955024,1,Reconn
257230,5.5712543,1,Reconn
257236,4.0832705,1,Reconn
257250,7.3775053,1,Reconn
257265,6.746855,1,Reconn
257282,2.0541017,1,Reconn
257285,1.9541844,1,Reconn
257296,2.1568983,1,Reconn
257326,14.509955,1,Reconn
257331,9.762685,1,Reconn
257352,8.924116,1,Reconn
257397,3.43256,1,Reconn
257430,11.0670395,1,Reconn
257477,3.4996166,1,Reconn
257481,8.185329,1,Reconn
257492,0.8769663,1,Reconn
257494,2.0453074,1,Reconn
257589,17.703217,1,Reconn
262304,0.21474747,1,Reconn
262335,3.6847835,1,Reconn
262340,0.45822424,1,Reconn
262370,0.76822317,1,Reconn
262385,1.4572513,1,Reconn
262450,0.2630258,1,Reconn
263839,0.34501338,1,Reconn
263921,0.7233293,1,Reconn
267305,0.82637507,1,Reconn
267402,1.5331731,1,Reconn
267513,0.9359955,1,Reconn
267562,1.7297165,1,Reconn
267567,4.098928,1,Reconn
267568,4.348375,1,Reconn
267583,10.256188,1,Reconn
267629,7.9108214,1,Reconn
267651,1.3727396,1,Reconn
267686,6.7504854,1,Reconn
267691,0.6238397,1,Reconn
267693,0.2815534,1,Reconn
267794,1.0051827,1,Reconn
267802,1.5194534,1,Reconn
267826,0.7652402,1,Reconn
267829,1.2073776,1,Reconn
267852,17.786203,1,Reconn
267889,9.83269,1,Reconn
267944,1.8433255,1,Reconn
267945,1.3175008,1,Reconn
267963,2.59875,1,Reconn
268008,5.5906563,1,Reconn
268092,0.8606995,1,Reconn
268149,1.5089728,1,Reconn
268160,1.3288243,1,Reconn
268176,1.7745087,1,Reconn
268249,1.2824168,1,Reconn
268332,0.9290244,1,Reconn
268408,1.193327,1,Reconn
268435,2.633936,1,Reconn
268481,0.5739531,1,Reconn
268534,17.260979,1,Reconn
268543,20.593323,1,Reconn
268545,9.64034,1,Reconn
268546,9.27201,1,Reconn
268561,6.6883187,1,Reconn
268566,11.230257,1,Reconn
268581,10.449195,1,Reconn
268735,3.8330762,1,Reconn
268767,2.13834,1,Reconn
268795,1.4206635,1,Reconn
268804,2.0560403,1,Reconn
268863,1.811843,1,Reconn
268882,2.845868,1,Reconn
268890,2.3285232,1,Reconn
268935,6.4044538,1,Reconn
268954,10.465899,1,Reconn
268968,10.680477,1,Reconn
268990,3.77799,1,Reconn
269001,2.4103382,1,Reconn
269026,1.6738362,1,Reconn
269030,5.434475,1,Reconn
269042,0.7445475,1,Reconn
269049,1.8950568,1,Reconn
269072,1.5542481,1,Reconn
269117,2.1940343,1,Reconn
269154,2.0601692,1,Reconn
269192,2.7882586,1,Reconn
269193,4.2986574,1,Reconn
269222,7.02532,1,Reconn
269232,45.313553,1,Reconn
269256,4.740925,1,Reconn
269258,5.9485936,1,Reconn
269295,4.1125436,1,Reconn
269341,22.924515,1,Reconn
269426,10.529198,1,Reconn
269435,11.25797,1,Reconn
269520,2.6198823,1,Reconn
269542,2.3504932,1,Reconn
269558,2.6276493,1,Reconn
269591,3.3132536,1,Reconn
269597,4.830127,1,Reconn
269635,3.04593,1,Reconn
269639,2.006088,1,Reconn
269651,1.4248844,1,Reconn
272195,3.4127815,1,Reconn
272233,0.7632607,1,Reconn
272269,0.46333137,1,Reconn
272309,1.313382,1,Reconn
272350,1.8192707,1,Reconn
272482,0.7962051,1,Reconn
272518,2.8434813,1,Reconn
272533,1.5400028,1,Reconn
272542,5.675026,1,Reconn
272556,0.5334614,1,Reconn
272646,1.9525051,1,Reconn
272649,7.1065826,1,Reconn
272703,7.6677737,1,Reconn
272715,6.6074023,1,Reconn
272732,0.27905643,1,Reconn
272770,2.3359456,1,Reconn
272774,5.76587,1,Reconn
272879,3.7813778,1,Reconn
272899,1.2224015,1,Reconn
272924,0.7078119,1,Reconn
272937,1.4469974,1,Reconn
273057,7.940435,1,Reconn
273153,1.0366331,1,Reconn
273192,0.5294688,1,Reconn
273239,4.1821113,1,Reconn
273299,0.9008152,1,Reconn
273371,0.63267994,1,Reconn
273407,1.0930153,1,Reconn
273447,1.8172057,1,Reconn
273448,2.3406475,1,Reconn
273468,0.77137536,1,Reconn
273497,1.2842934,1,Reconn
273557,0.17258835,1,Reconn
273583,1.3073975,1,Reconn
273586,7.576838,1,Reconn
273727,0.86047983,1,Reconn
273804,0.49780765,1,Reconn
273823,1.2380736,1,Reconn
273869,2.0127306,1,Reconn
273917,0.14619707,1,Reconn
273926,0.31164157,1,Reconn
273933,1.0729488,1,Reconn
273964,0.2716293,1,Reconn
273999,0.89781517,1,Reconn
274042,5.5948086,1,Reconn
274114,0.9312875,1,Reconn
274244,5.5763626,1,Reconn
274287,1.4738424,1,Reconn
274373,0.61253995,1,Reconn
274414,0.8915137,1,Reconn
274553,0.9824657,1,Reconn
274594,4.556594,1,Reconn
274679,5.1413527,1,Reconn
274699,0.45359346,1,Reconn
274728,0.77278686,1,Reconn
274770,0.2404302,1,Reconn
274824,3.1364152,1,Reconn
274826,1.1938741,1,Reconn
274866,0.99986076,1,Reconn
274986,1.6549082,1,Reconn
275074,3.321074,1,Reconn
275098,0.7589816,1,Reconn
275188,1.1510987,1,Reconn
275197,1.1152045,1,Reconn
275222,0.52644277,1,Reconn
275262,2.4498909,1,Reconn
275281,0.6528889,1,Reconn
275293,9.332863,1,Reconn
275325,1.3031005,1,Reconn
275335,6.077926,1,Reconn
275369,6.543286,1,Reconn
275409,1.8552815,1,Reconn
275443,3.4426749,1,Reconn
275481,1.1350082,1,Reconn
275524,3.0064247,1,Reconn
275598,0.83311546,1,Reconn
275642,0.8035689,1,Reconn
275679,0.8594252,1,Reconn
275684,3.840007,1,Reconn
275761,1.9386157,1,Reconn
275798,7.3445206,1,Reconn
275800,2.1445684,1,Reconn
275855,2.0171459,1,Reconn
275857,1.9912375,1,Reconn
275871,12.175927,1,Reconn
275892,0.64558697,1,Reconn
275914,5.1261897,1,Reconn
275977,1.777802,1,Reconn
276023,2.9485044,1,Reconn
276052,0.66866434,1,Reconn
276071,1.3852272,1,Reconn
276080,0.75068396,1,Reconn
276099,5.768257,1,Reconn
276108,1.2564118,1,Reconn
276121,2.129836,1,Reconn
276131,0.4843112,1,Reconn
276151,8.780275,1,Reconn
276154,6.3481684,1,Reconn
276230,8.888742,1,Reconn
276243,0.42720926,1,Reconn
276266,9.482781,1,Reconn
276285,3.3936765,1,Reconn
276357,1.5820107,1,Reconn
276361,11.073528,1,Reconn
276426,0.89278525,1,Reconn
276466,0.83084375,1,Reconn
276479,2.865626,1,Reconn
276517,5.394677,1,Reconn
276549,11.359244,1,Reconn
276558,2.5064137,1,Reconn
276579,1.6771207,1,Reconn
276601,0.48218626,1,Reconn
276626,1.6007164,1,Reconn
276630,2.383841,1,Reconn
276637,2.6980271,1,Reconn
276668,0.8878086,1,Reconn
276688,6.2673664,1,Reconn
276690,5.204654,1,Reconn
276704,0.9011288,1,Reconn
276763,2.0273502,1,Reconn
276776,12.176529,1,Reconn
276889,0.60811377,1,Reconn
277002,6.8506327,1,Reconn
277010,1.4056917,1,Reconn
277053,1.338537,1,Reconn
277187,0.27995092,1,Reconn
277235,1.6567341,1,Reconn
277270,7.6897736,1,Reconn
277310,1.1942272,1,Reconn
277345,1.1724727,1,Reconn
277360,8.064801,1,Reconn
277377,3.1648355,1,Reconn
277434,2.903425,1,Reconn
277440,0.8970565,1,Reconn
277454,10.660342,1,Reconn
277455,6.0336585,1,Reconn
277462,1.9828877,1,Reconn
277496,0.34922412,1,Reconn
277592,9.851219,1,Reconn
277653,6.1301236,1,Reconn
277762,0.566065,1,Reconn
277783,0.24587826,1,Reconn
277807,1.349466,1,Reconn
277855,1.9598844,1,Reconn
277886,2.7629898,1,Reconn
277950,3.952837,1,Reconn
277959,7.7656837,1,Reconn
278024,0.46057397,1,Reconn
278035,6.037086,1,Reconn
278062,4.028459,1,Reconn
278093,8.655982,1,Reconn
278094,5.5889335,1,Reconn
278124,9.786429,1,Reconn
278131,0.98444355,1,Reconn
278133,1.4677355,1,Reconn
278186,1.1801254,1,Reconn
278190,0.78744227,1,Reconn
278192,1.6289806,1,Reconn
278268,5.703106,1,Reconn
278280,1.1369152,1,Reconn
278333,10.39215,1,Reconn
278347,9.316557,1,Reconn
278456,5.659361,1,Reconn
278533,1.8312645,1,Reconn
278537,3.9153075,1,Reconn
278614,1.6236471,1,Reconn
278718,1.9515622,1,Reconn
278784,9.124054,1,Reconn
278790,6.36021,1,Reconn
279069,0.057998672,1,Reconn
295244,1.4494042,1,Reconn
295290,1.3849032,1,Reconn
295317,1.2906055,1,Reconn
295357,1.4860928,1,Reconn
295387,1.3526075,1,Reconn
295406,2.550235,1,Reconn
295417,2.230201,1,Reconn
295459,3.1583397,1,Reconn
295672,12.105654,1,Reconn
295729,2.2830696,1,Reconn
295764,3.2145092,1,Reconn
295821,5.806278,1,Reconn
295839,1.6639271,1,Reconn
295938,14.989782,1,Reconn
295948,11.516384,1,Reconn
295989,16.112803,1,Reconn
296123,4.9673567,1,Reconn
296198,3.694883,1,Reconn
296211,4.337112,1,Reconn
296233,101.03896,1,Reconn
296460,3.603809,1,Reconn
296541,6.1779604,1,Reconn
296543,9.642251,1,Reconn
296551,11.550272,1,Reconn
296641,2.4197147,1,Reconn
296646,2.6288028,1,Reconn
296684,2.8739932,1,Reconn
296727,0.973169,1,Reconn
296748,0.7490627,1,Reconn
296801,18.303637,1,Reconn
296806,9.049048,1,Reconn
296844,1.7567246,1,Reconn
296863,1.6234448,1,Reconn
296941,3.223283,1,Reconn
296963,32.17372,1,Reconn
297001,11.397093,1,Reconn
297023,4.836287,1,Reconn
297144,8.884257,1,Reconn
297197,7.2509727,1,Reconn
297204,1.2647622,1,Reconn
297206,2.471348,1,Reconn
297244,1.2340193,1,Reconn
297257,3.1489372,1,Reconn
297269,6.4116926,1,Reconn
297286,5.753433,1,Reconn
297368,3.7790296,1,Reconn
297426,2.2742069,1,Reconn
297439,2.6382334,1,Reconn
297449,1.7415705,1,Reconn
297474,1.4958448,1,Reconn
297485,5.8919168,1,Reconn
297539,10.280136,1,Reconn
297563,3.4511936,1,Reconn
297590,3.8436868,1,Reconn
297603,1.8077954,1,Reconn
297620,8.228421,1,Reconn
297657,2.239655,1,Reconn
297671,1.1511941,1,Reconn
298290,0.80996287,1,Reconn
298315,9.361348,1,Reconn
298374,4.9549975,1,Reconn
298430,0.6207792,1,Reconn
298501,0.46754563,1,Reconn
298547,0.44521657,1,Reconn
298668,2.3514853,1,Reconn
298798,0.5225393,1,Reconn
298826,9.343785,1,Reconn
298849,0.9371502,1,Reconn
298855,0.61230516,1,Reconn
298864,0.6226068,1,Reconn
298911,1.1955355,1,Reconn
298916,1.3747429,1,Reconn
298936,5.3263106,1,Reconn
298973,0.1363351,1,Reconn
299004,6.59545,1,Reconn
299006,11.035731,1,Reconn
299031,0.37324032,1,Reconn
299118,2.4288735,1,Reconn
299158,5.7345138,1,Reconn
299250,0.58693147,1,Reconn
299283,3.117958,1,Reconn
299364,1.3033311,1,Reconn
299618,0.22027051,1,Reconn
299637,4.47804,1,Reconn
299652,0.68708706,1,Reconn
299678,0.81436086,1,Reconn
299682,2.1932874,1,Reconn
299817,1.7749958,1,Reconn
299884,3.5292172,1,Reconn
299907,1.7862755,1,Reconn
299922,3.3092248,1,Reconn
299970,1.6385187,1,Reconn
300040,0.90049773,1,Reconn
300109,0.40511015,1,Reconn
300133,5.374849,1,Reconn
300155,9.325777,1,Reconn
300185,17.305744,1,Reconn
300287,5.379611,1,Reconn
300386,1.1241643,1,Reconn
300411,2.2183537,1,Reconn
300473,7.964419,1,Reconn
300562,2.1881766,1,Reconn
300564,4.989964,1,Reconn
300593,4.636624,1,Reconn
300644,0.9920105,1,Reconn
300648,1.3594639,1,Reconn
300654,1.0553852,1,Reconn
300722,9.850936,1,Reconn
300805,2.868295,1,Reconn
300890,20.08351,1,Reconn
300956,4.134611,1,Reconn
301053,7.690807,1,Reconn
301171,0.66416013,1,Reconn
301285,4.2937894,1,Reconn
301293,0.6426212,1,Reconn
301410,10.985814,1,Reconn
301453,1.570361,1,Reconn
301465,2.38635,1,Reconn
301515,0.96000355,1,Reconn
301584,0.66639507,1,Reconn
301587,0.8921327,1,Reconn
301681,20.298107,1,Reconn
301730,4.483074,1,Reconn
301841,6.995643,1,Reconn
301888,4.3468375,1,Reconn
301966,15.852294,1,Reconn
302012,3.5043762,1,Reconn
302023,9.497579,1,Reconn
302050,8.249956,1,Reconn
302055,6.1972637,1,Reconn
302058,2.2490616,1,Reconn
302075,2.812481,1,Reconn
302085,1.9879291,1,Reconn
302090,2.1927533,1,Reconn
302123,0.84134644,1,Reconn
302153,4.826083,1,Reconn
302160,1.2420187,1,Reconn
302293,1.952502,1,Reconn
302327,5.9107347,1,Reconn
302332,7.5631423,1,Reconn
302342,1.0434341,1,Reconn
302362,3.340639,1,Reconn
302404,0.9430527,1,Reconn
302492,0.60345685,1,Reconn
302537,2.3228414,1,Reconn
302544,4.019552,1,Reconn
302563,10.864007,1,Reconn
302742,8.352756,1,Reconn
302745,0.72827315,1,Reconn
302891,7.690642,1,Reconn
302952,10.235627,1,Reconn
302954,8.986428,1,Reconn
302958,2.0977974,1,Reconn
303048,5.2277684,1,Reconn
303089,1.3637505,1,Reconn
303138,11.337198,1,Reconn
303335,3.845097,1,Reconn
303422,3.951585,1,Reconn
303444,10.82241,1,Reconn
303468,8.264059,1,Reconn
303471,5.7550535,1,Reconn
303515,5.7146344,1,Reconn
303528,9.61573,1,Reconn
303536,8.891249,1,Reconn
303575,11.023493,1,Reconn
303595,0.4248409,1,Reconn
303598,3.9100986,1,Reconn
303782,9.522244,1,Reconn
303912,10.140154,1,Reconn
303998,6.760015,1,Reconn
304058,8.143554,1,Reconn
462205,9.226211,1,DoS
462252,3.939522,1,DoS
462255,3.4363637,1,DoS
462260,5.1898427,1,DoS
462276,5.5748425,1,DoS
462290,5.196415,1,DoS
462291,4.4065666,1,DoS
462301,4.4533873,1,DoS
462317,3.9723647,1,DoS
462318,4.404966,1,DoS
462320,4.6089697,1,DoS
462341,12.316641,1,DoS
462345,3.6758585,1,DoS
462356,2.5893703,1,DoS
462357,3.573871,1,DoS
462411,4.053699,1,DoS
462415,5.246446,1,DoS
462418,3.9864419,1,DoS
462442,4.2276096,1,DoS
462472,11.696431,1,DoS
462485,6.0495324,1,DoS
462488,7.7194037,1,DoS
462501,10.797971,1,DoS
462517,3.9476957,1,DoS
462518,5.9567385,1,DoS
462627,100.16726,1,DoS
462628,102.541756,1,DoS
462645,3.9750547,1,DoS
462651,5.926748,1,DoS
462663,6.9723325,1,DoS
462670,5.8443346,1,DoS
462671,5.914169,1,DoS
462682,4.2509174,1,DoS
462688,5.084779,1,DoS
462690,32.455074,1,DoS
462698,33.368176,1,DoS
462702,6.7471786,1,DoS
462712,4.94577,1,DoS
462714,4.641968,1,DoS
462717,4.409038,1,DoS
462718,4.417983,1,DoS
462723,14.851451,1,DoS
462736,5.7407556,1,DoS
462765,12.5094595,1,DoS
462776,4.722831,1,DoS
462779,15.739107,1,DoS
462785,13.307704,1,DoS
462789,4.117735,1,DoS
462806,4.731443,1,DoS
462849,4.404815,1,DoS
462863,4.4933844,1,DoS
462870,22.975456,1,DoS
462887,5.0933614,1,DoS
462895,9.572416,1,DoS
462902,12.662264,1,DoS
462937,6.4323206,1,DoS
462939,4.249787,1,DoS
462957,35.680374,1,DoS
463025,3.5894992,1,DoS
463027,3.274938,1,DoS
463047,8.4950695,1,DoS
463056,7.519712,1,DoS
463068,25.484383,1,DoS
463088,18.612036,1,DoS
463103,17.566895,1,DoS
463126,4.2903023,1,DoS
463128,4.220094,1,DoS
463131,4.7368603,1,DoS
463184,4.563646,1,DoS
463190,4.061773,1,DoS
463198,9.402721,1,DoS
463216,4.6339593,1,DoS
463217,4.7726893,1,DoS
463244,4.361576,1,DoS
463262,4.322581,1,DoS
463273,39.83917,1,DoS
463308,4.7179427,1,DoS
463318,8.953927,1,DoS
463326,4.1939673,1,DoS
463329,5.6200995,1,DoS
463335,4.885333,1,DoS
463466,30.272383,1,DoS
463485,17.723602,1,DoS
463508,5.0899315,1,DoS
463519,4.6999664,1,DoS
463522,4.2744436,1,DoS
463529,4.635492,1,DoS
463531,4.9676647,1,DoS
463535,4.7563505,1,DoS
463560,16.090145,1,DoS
463570,7.8527813,1,DoS
463580,4.820668,1,DoS
463584,32.015373,1,DoS
463671,26.752115,1,DoS
463685,9.97693,1,DoS
463693,18.658,1,DoS
463699,5.094317,1,DoS
463723,5.2574415,1,DoS
463736,28.746302,1,DoS
463743,4.5052414,1,DoS
463763,6.2300987,1,DoS
463766,15.249907,1,DoS
463856,25.071775,1,DoS
